PM2.5,NO2,PM10,NO,NOx,O3,tavg,AQI
40.09,16.548,296.414,9.5,137.22,23.254,27.7,264.6
103.108,10.096,92.814,23.548,67.99,33.302,27.7,220.2
69.912,7.096,93.838,28.922,31.25,12.084,26.4,44
41.192,10.672,251.162,9.396,194.01,14.416,25.9,265.4
51.214,9.578,257.76,9.224,467.63,24.152,25.8,321.4
47.924,9.982,164.774,7.214,378.31,24.07,25.8,115.8
270.256,8.898,131.166,6.956,106.78,28.228,27.1,244.6
36.508,13.2,150.89,8.714,98.26,16.02,26.5,187.6
43.358,9.896,336.88,9.504,177.87,44.452,27,205
45.582,19.862,104.65,9.164,260.73,24.142,27.8,176.2
50.706,19.936,197.598,9.39,212.6,19.79,27.9,280.2
49.678,9.898,372.162,9.27,207.03,41.99,28.3,257
52.1,9.11,91.898,33.012,165.44,9.802,26.9,250.4
65.644,18.882,81.632,9.606,142.18,15.544,27.7,164
49.168,9.94,357.986,9.086,273.33,19.182,28.4,190.6
47.342,9.84,122.792,14.84,261.63,20.406,28.3,184.8
41.13,9.982,200.536,9.392,172.24,21.306,28.2,194.8
211.244,13.99,101.722,9.426,142.25,19.908,28.2,257.4
499.09,9.896,250.18,9.3,150.77,22.644,27.8,242
88.468,21.446,126.478,9.67,29.024,37.416,28.1,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.5,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.5,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.6,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.3,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.5,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.3,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.6,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.6,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.8,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.1,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.3,271.2
88.468,21.446,126.478,9.67,29.024,37.416,26.3,271.2
88.468,21.446,126.478,9.67,29.024,37.416,25.7,271.2
88.468,21.446,126.478,9.67,29.024,37.416,26.8,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.9,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.9,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.4,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.4,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.4,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.4,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.6,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.9,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.8,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.8,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.3,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.9,271.2
88.468,21.446,126.478,9.67,29.024,37.416,26.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,26.9,271.2
88.468,21.446,126.478,9.67,29.024,37.416,26.7,271.2
88.468,21.446,126.478,9.67,29.024,37.416,26.3,271.2
88.468,21.446,126.478,9.67,29.024,37.416,26.6,271.2
88.468,21.446,126.478,9.67,29.024,37.416,25.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,25.9,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.1,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.3,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.4,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.7,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.1,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.3,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.3,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28,271.2
88.468,21.446,126.478,9.67,29.024,37.416,26.3,271.2
88.468,21.446,126.478,9.67,29.024,37.416,25.1,271.2
88.468,21.446,126.478,9.67,29.024,37.416,25.7,271.2
88.468,21.446,126.478,9.67,29.024,37.416,25.6,271.2
88.468,21.446,126.478,9.67,29.024,37.416,26.3,271.2
88.468,21.446,126.478,9.67,29.024,37.416,26.9,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.7,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.7,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.5,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,29.1,271.2
88.468,21.446,126.478,9.67,29.024,37.416,29.4,271.2
88.468,21.446,126.478,9.67,29.024,37.416,29.6,271.2
88.468,21.446,126.478,9.67,29.024,37.416,30.3,271.2
88.468,21.446,126.478,9.67,29.024,37.416,31.4,271.2
88.468,21.446,126.478,9.67,29.024,37.416,30.8,271.2
88.468,21.446,126.478,9.67,29.024,37.416,29.7,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.9,271.2
88.468,21.446,126.478,9.67,29.024,37.416,29.1,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.8,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.6,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28,271.2
88.468,21.446,126.478,9.67,29.024,37.416,29.8,271.2
88.468,21.446,126.478,9.67,29.024,37.416,29.3,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.7,271.2
88.468,21.446,126.478,9.67,29.024,37.416,29,271.2
88.468,21.446,126.478,9.67,29.024,37.416,30.8,271.2
88.468,21.446,126.478,9.67,29.024,37.416,30.4,271.2
88.468,21.446,126.478,9.67,29.024,37.416,30,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.9,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.5,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.9,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.6,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.8,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.4,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.3,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.8,271.2
88.468,21.446,126.478,9.67,29.024,37.416,29.9,271.2
88.468,21.446,126.478,9.67,29.024,37.416,29.9,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.7,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.3,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.1,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.7,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.1,271.2
88.468,21.446,126.478,9.67,29.024,37.416,29,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.7,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.3,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.9,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.4,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.4,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.6,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.9,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.9,271.2
88.468,21.446,126.478,9.67,29.024,37.416,29.5,271.2
88.468,21.446,126.478,9.67,29.024,37.416,29.8,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.1,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.4,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.1,271.2
88.468,21.446,126.478,9.67,29.024,37.416,26.1,271.2
88.468,21.446,126.478,9.67,29.024,37.416,25.8,271.2
88.468,21.446,126.478,9.67,29.024,37.416,25.3,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.8,271.2
88.468,21.446,126.478,9.67,29.024,37.416,29.3,271.2
88.468,21.446,126.478,9.67,29.024,37.416,29.7,271.2
88.468,21.446,126.478,9.67,29.024,37.416,29.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,28.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,26.6,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.3,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.4,271.2
88.468,21.446,126.478,9.67,29.024,37.416,26.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,26.6,271.2
88.468,21.446,126.478,9.67,29.024,37.416,25.9,271.2
88.468,21.446,126.478,9.67,29.024,37.416,26.1,271.2
88.468,21.446,126.478,9.67,29.024,37.416,26.8,271.2
88.468,21.446,126.478,9.67,29.024,37.416,26.6,271.2
88.468,21.446,126.478,9.67,29.024,37.416,26.6,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27,271.2
88.468,21.446,126.478,9.67,29.024,37.416,27.3,271.2
88.468,21.446,126.478,9.67,29.024,37.416,26.5,271.2
88.468,21.446,126.478,9.67,29.024,37.416,25.9,271.2
88.468,21.446,126.478,9.67,29.024,37.416,26.3,271.2
88.468,21.446,126.478,9.67,29.024,37.416,26.1,271.2
88.468,21.446,126.478,9.67,29.024,37.416,25.6,271.2
88.468,21.446,126.478,9.67,29.024,37.416,25.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,24.1,271.2
88.468,21.446,126.478,9.67,29.024,37.416,24.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,24.6,271.2
88.468,21.446,126.478,9.67,29.024,37.416,24.5,271.2
88.468,21.446,126.478,9.67,29.024,37.416,23.2,271.2
88.468,21.446,126.478,9.67,29.024,37.416,22.7,271.2
88.468,21.446,126.478,9.67,29.024,37.416,23.3,271.2
88.468,21.446,126.478,9.67,29.024,37.416,24.4,271.2
88.468,21.446,126.478,9.67,29.024,37.416,25.5,271.2
88.468,21.446,126.478,9.67,29.024,37.416,25.8,271.2
47.314,10.652,408.562,7.934,28.986,25.042,25.5,149.4
47.314,10.652,408.562,7.934,28.986,25.042,24.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,24.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,26.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,26.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.5,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,25.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.5,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,26.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,26.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,25.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,24.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,23.5,149.4
47.314,10.652,408.562,7.934,28.986,25.042,25.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,26.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,26.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,26.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,24.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,25.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,26.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,26.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,26.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,26.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,25.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.5,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,32.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.5,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.5,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.5,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.5,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.5,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.5,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,25.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.5,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,25.5,149.4
47.314,10.652,408.562,7.934,28.986,25.042,26.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.5,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.5,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,26.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.3,149.4
47.314,10.652,408.562,7.934,28.986,25.042,24.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,25.5,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,26.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.5,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,25.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.5,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.5,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.2,149.4
47.314,10.652,408.562,7.934,28.986,25.042,24.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,26.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,27.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.9,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.1,149.4
47.314,10.652,408.562,7.934,28.986,25.042,28.7,149.4
47.314,10.652,408.562,7.934,28.986,25.042,29.8,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.4,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,30.6,149.4
47.314,10.652,408.562,7.934,28.986,25.042,31.7,149.4
